Start Training...
========== Hyperparameters ==========
Batch size: 256
Epochs: 20
Optimizer: adam
Learning Rate: 0.001
Number of Parameters: 295770
Number of Trainable Parameters: 295770
=====================================
>>>>> EPOCH 0: validation loss: 2.39, validation accuracy: 9.19%, validation f1: 0.0311 <<<<<
EPOCH 1/20
(238.81s) [26112/40000] loss: 0.9072, acc: 69.9219%, f1: 0.6821
(239.61s) [26368/40000] loss: 0.9733, acc: 66.4062%, f1: 0.6564
(240.39s) [26624/40000] loss: 1.1431, acc: 60.9375%, f1: 0.6086
(241.17s) [26880/40000] loss: 1.0515, acc: 59.375%, f1: 0.599
(241.97s) [27136/40000] loss: 1.1839, acc: 57.0312%, f1: 0.5617
(242.78s) [27392/40000] loss: 0.9725, acc: 69.1406%, f1: 0.6842
(243.57s) [27648/40000] loss: 1.1378, acc: 59.7656%, f1: 0.5931
(244.38s) [27904/40000] loss: 1.0545, acc: 63.6719%, f1: 0.6158
(245.21s) [28160/40000] loss: 1.0086, acc: 63.2812%, f1: 0.6392
(246.08s) [28416/40000] loss: 1.0361, acc: 60.1562%, f1: 0.5924
(246.88s) [28672/40000] loss: 1.1173, acc: 62.1094%, f1: 0.6247
(247.69s) [28928/40000] loss: 1.0632, acc: 59.7656%, f1: 0.6008
(248.49s) [29184/40000] loss: 0.9679, acc: 64.4531%, f1: 0.6271
(249.35s) [29440/40000] loss: 1.0065, acc: 65.625%, f1: 0.6555
(250.18s) [29696/40000] loss: 0.9846, acc: 61.7188%, f1: 0.615
(251.0s) [29952/40000] loss: 1.0044, acc: 65.2344%, f1: 0.6367
(251.9s) [30208/40000] loss: 0.8376, acc: 71.875%, f1: 0.7143
(252.78s) [30464/40000] loss: 1.1558, acc: 59.375%, f1: 0.5955
(253.59s) [30720/40000] loss: 1.1178, acc: 58.2031%, f1: 0.572
(254.45s) [30976/40000] loss: 1.118, acc: 57.0312%, f1: 0.5613
(255.29s) [31232/40000] loss: 0.8989, acc: 68.75%, f1: 0.68
(256.16s) [31488/40000] loss: 1.0438, acc: 63.2812%, f1: 0.6132
(256.98s) [31744/40000] loss: 0.9617, acc: 63.6719%, f1: 0.6122
(257.81s) [32000/40000] loss: 1.1013, acc: 57.8125%, f1: 0.5604
(258.71s) [32256/40000] loss: 0.9855, acc: 61.7188%, f1: 0.5948
(259.61s) [32512/40000] loss: 0.9851, acc: 65.625%, f1: 0.6443
(260.5s) [32768/40000] loss: 1.0782, acc: 59.375%, f1: 0.5856
(261.35s) [33024/40000] loss: 0.91, acc: 66.4062%, f1: 0.643
(262.18s) [33280/40000] loss: 1.079, acc: 58.5938%, f1: 0.5859
(263.1s) [33536/40000] loss: 1.0157, acc: 66.0156%, f1: 0.6519
(264.02s) [33792/40000] loss: 1.004, acc: 59.7656%, f1: 0.6022
(264.88s) [34048/40000] loss: 1.1865, acc: 54.6875%, f1: 0.5536
(265.77s) [34304/40000] loss: 1.1166, acc: 58.5938%, f1: 0.5918
(266.58s) [34560/40000] loss: 1.0622, acc: 60.9375%, f1: 0.61
(267.38s) [34816/40000] loss: 1.0411, acc: 62.8906%, f1: 0.6299
(268.18s) [35072/40000] loss: 0.9557, acc: 67.9688%, f1: 0.6763
(269.0s) [35328/40000] loss: 1.0418, acc: 62.1094%, f1: 0.6215
(269.81s) [35584/40000] loss: 0.9679, acc: 64.0625%, f1: 0.6292
(270.59s) [35840/40000] loss: 1.0358, acc: 63.2812%, f1: 0.6062
(271.41s) [36096/40000] loss: 0.9644, acc: 66.4062%, f1: 0.6506
(272.28s) [36352/40000] loss: 0.9054, acc: 67.1875%, f1: 0.6559
(273.14s) [36608/40000] loss: 1.0364, acc: 62.5%, f1: 0.6162
(273.98s) [36864/40000] loss: 1.0939, acc: 59.7656%, f1: 0.6026
(274.78s) [37120/40000] loss: 0.9993, acc: 65.2344%, f1: 0.6403
(275.6s) [37376/40000] loss: 0.8886, acc: 71.875%, f1: 0.7138
(276.39s) [37632/40000] loss: 1.0017, acc: 63.6719%, f1: 0.6352
(277.22s) [37888/40000] loss: 0.9602, acc: 63.2812%, f1: 0.628
(278.06s) [38144/40000] loss: 1.0282, acc: 62.1094%, f1: 0.618
(278.84s) [38400/40000] loss: 1.072, acc: 60.9375%, f1: 0.6093
(279.66s) [38656/40000] loss: 0.9213, acc: 64.0625%, f1: 0.6392
(280.48s) [38912/40000] loss: 0.9459, acc: 61.7188%, f1: 0.6027
(281.28s) [39168/40000] loss: 0.9235, acc: 66.4062%, f1: 0.6712
(282.1s) [39424/40000] loss: 0.8447, acc: 71.0938%, f1: 0.7032
